Draw Date,Number_1,Number_2,Number_3,Number_4,Number_5,Number_6,Bonus,Ball Set,Machine,DrawNumber
2024-03-27,1,3,22,27,42,48,9,11,Guinevere,2949
2024-03-30,15,16,19,37,49,51,17,11,Lancelot,2950
2024-04-03,3,32,38,41,46,48,40,1,Lancelot,2951
2024-04-06,10,12,14,17,20,29,33,1,Lancelot,2952
2024-04-10,9,19,24,31,39,56,55,2,Lancelot,2953
2024-04-13,17,26,31,33,45,48,47,2,Lancelot,2954
2024-04-17,11,26,28,31,35,39,40,3,Guinevere,2955
2024-04-20,5,26,29,43,52,54,32,3,Guinevere,2956
2024-04-24,8,14,18,53,56,59,40,4,Guinevere,2957
2024-04-27,2,15,18,25,57,58,53,4,Guinevere,2958
2024-05-01,13,16,21,22,44,53,36,1,Lancelot,2959
2024-05-04,2,7,16,31,54,59,10,1,Lancelot,2960
2024-05-08,4,13,34,38,43,52,36,2,Lancelot,2961
2024-05-11,12,13,14,34,50,51,22,2,Lancelot,2962
2024-05-15,11,17,25,47,52,53,37,3,Guinevere,2963
2024-05-18,9,13,22,45,46,48,29,3,Guinevere,2964
2024-05-22,6,7,25,31,35,43,12,4,Guinevere,2965
2024-05-25,6,28,30,40,53,58,13,4,Guinevere,2966
2024-05-29,1,8,16,22,25,56,4,1,Lancelot,2967
2024-06-01,6,11,16,21,43,50,9,1,Lancelot,2968
2024-06-05,1,9,13,21,33,58,28,2,Arthur,2969
2024-06-08,3,7,10,23,24,41,59,2,Arthur,2970
2024-06-12,13,40,41,42,51,59,5,3,Arthur,2971
2024-06-15,1,9,25,29,34,39,22,3,Arthur,2972
2024-06-19,3,7,13,15,21,52,23,4,Merlin,2973
2024-06-22,5,9,18,32,44,58,34,4,Merlin,2974
2024-06-26,8,27,34,36,37,56,54,5,Merlin,2975
2024-06-29,7,11,19,25,29,31,6,5,Merlin,2976
2024-07-03,1,8,42,46,50,58,51,6,Arthur,2977
2024-07-06,11,18,24,37,47,59,13,6,Arthur,2978
2024-07-10,8,9,13,19,26,48,54,7,Arthur,2979
2024-07-13,22,27,37,38,49,51,59,7,Arthur,2980
2024-07-17,2,7,32,44,45,49,39,5,Merlin,2981
2024-07-20,9,19,22,41,55,58,44,5,Merlin,2982
2024-07-24,3,17,23,29,31,34,46,6,Merlin,2983
2024-07-27,3,25,27,33,40,45,58,6,Merlin,2984
2024-07-31,12,16,21,33,52,58,37,7,Arthur,2985
2024-08-03,6,19,20,26,28,45,7,7,Arthur,2986
2024-08-07,10,11,22,42,49,56,58,8,Arthur,2987
2024-08-10,2,25,40,42,48,59,12,8,Arthur,2988
2024-08-14,7,15,30,36,45,48,27,5,Merlin,2989
2024-08-17,3,6,10,18,52,59,49,5,Merlin,2990
2024-08-21,9,23,37,42,53,57,58,6,Merlin,2991
2024-08-24,4,17,30,34,39,43,45,6,Merlin,2992
2024-08-28,4,10,25,29,49,53,30,7,Arthur,2993
2024-08-31,2,3,29,45,48,52,54,7,Arthur,2994
2024-09-04,3,6,15,25,29,41,17,8,Arthur,2995
2024-09-07,13,32,33,37,38,50,2,8,Arthur,2996
2024-09-11,3,10,23,41,53,57,28,8,Merlin,2997
2024-09-14,21,27,38,47,49,55,54,8,Merlin,2998
2024-09-18,7,20,33,50,51,57,44,9,Merlin,2999
2024-09-21,5,17,26,48,49,57,56,9,Merlin,3000
2024-09-25,1,3,4,14,55,57,2,10,Arthur,3001
2024-09-28,18,23,36,38,39,54,12,10,Arthur,3002
2024-10-02,4,5,6,20,21,59,2,11,Arthur,3003
2024-10-05,8,12,13,20,44,49,19,11,Arthur,3004
2024-10-09,4,7,20,41,55,56,48,9,Merlin,3005
2024-10-12,2,11,13,17,39,41,37,9,Merlin,3006
2024-10-16,9,11,29,41,42,48,43,10,Merlin,3007
2024-10-19,22,43,44,47,48,54,25,10,Merlin,3008
2024-10-23,6,9,23,27,45,51,47,11,Arthur,3009
2024-10-26,9,16,30,41,44,47,13,11,Arthur,3010
2024-10-30,27,36,41,43,54,57,7,9,Arthur,3011
2024-11-02,11,12,16,19,35,50,34,9,Arthur,3012
2024-11-06,3,6,14,19,32,35,17,10,Merlin,3013
2024-11-09,33,36,43,44,50,56,18,10,Merlin,3014
2024-11-13,11,12,28,29,41,54,17,11,Merlin,3015
2024-11-16,12,16,31,38,58,59,41,11,Merlin,3016
2024-11-20,2,7,27,33,37,56,30,11,Arthur,3017
2024-11-23,3,8,13,33,39,44,56,11,Arthur,3018
2024-11-27,15,31,35,38,42,59,6,9,Arthur,3019
2024-11-30,14,19,21,22,24,38,17,9,Arthur,3020
2024-12-04,12,19,25,35,37,39,3,10,Merlin,3021
2024-12-07,9,12,14,26,35,42,18,10,Guinevere,3022
2024-12-11,2,32,35,36,49,52,19,1,Guinevere,3023
2024-12-14,1,11,12,17,19,54,3,1,Guinevere,3024
2024-12-18,18,20,28,39,52,58,38,2,Lancelot,3025
2024-12-21,3,4,10,16,40,54,8,2,Lancelot,3026
2024-12-25,9,15,17,35,47,51,31,3,Lancelot,3027
2024-12-28,16,28,34,40,53,54,55,3,Lancelot,3028
2025-01-01,18,31,35,38,42,54,41,4,Guinevere,3029
2025-01-04,16,19,22,24,27,35,28,4,Guinevere,3030
2025-01-08,7,17,20,24,27,46,21,1,Guinevere,3031
2025-01-11,2,6,10,12,28,29,57,1,Guinevere,3032
2025-01-15,11,33,34,38,55,57,20,2,Lancelot,3033
2025-01-18,2,13,24,29,32,39,46,2,Lancelot,3034
2025-01-22,2,5,12,20,47,57,43,3,Lancelot,3035
2025-01-25,14,23,24,32,38,54,50,3,Lancelot,3036
2025-01-29,7,14,29,31,38,39,56,4,Guinevere,3037
2025-02-01,1,13,25,30,32,35,2,4,Guinevere,3038
2025-02-05,26,27,34,41,51,54,52,1,Guinevere,3039
2025-02-08,6,28,36,45,47,52,51,1,Guinevere,3040
2025-02-12,8,33,34,50,56,59,17,2,Lancelot,3041
2025-02-15,17,31,39,46,52,57,1,2,Lancelot,3042
2025-02-19,5,7,37,39,40,43,8,3,Lancelot,3043
2025-02-22,3,7,9,29,33,51,5,3,Lancelot,3044
2025-02-26,1,4,10,26,31,40,24,4,Guinevere,3045
2025-03-01,6,11,14,19,41,43,53,4,Guinevere,3046
2025-03-05,8,18,19,30,43,44,58,5,Guinevere,3047
2025-03-08,1,19,29,33,42,44,21,5,Guinevere,3048
2025-03-12,4,38,42,52,56,58,44,6,Lancelot,3049
2025-03-15,4,5,6,20,31,33,28,6,Lancelot,3050
2025-03-19,6,15,27,35,41,43,28,7,Lancelot,3051
2025-03-22,10,11,34,38,54,55,26,7,Lancelot,3052
2025-03-26,17,18,22,34,53,58,14,8,Guinevere,3053
2025-03-29,1,7,17,35,43,57,19,8,Guinevere,3054
2025-04-02,5,30,36,40,41,43,53,5,Guinevere,3055
2025-04-05,10,26,33,53,57,59,18,5,Guinevere,3056
2025-04-09,12,14,28,31,33,46,43,6,Lancelot,3057
2025-04-12,4,10,12,22,53,55,31,6,Lancelot,3058
2025-04-16,27,36,39,48,57,59,45,7,Lancelot,3059
2025-04-19,1,2,11,13,30,37,33,7,Lancelot,3060
2025-04-23,1,24,26,28,37,42,44,8,Guinevere,3061
2025-04-26,7,8,11,32,36,59,21,8,Guinevere,3062
2025-04-30,16,23,28,40,42,55,44,5,Guinevere,3063
2025-05-03,17,18,23,38,41,47,9,5,Guinevere,3064
2025-05-07,3,12,21,24,41,45,20,6,Lancelot,3065
2025-05-10,13,14,15,27,33,36,18,6,Lancelot,3066
2025-05-14,2,14,34,37,48,52,29,7,Lancelot,3067
2025-05-17,18,24,34,35,47,51,26,7,Lancelot,3068
2025-05-21,5,6,16,20,30,36,2,8,Guinevere,3069
2025-05-24,9,12,13,26,38,40,4,8,Guinevere,3070
2025-05-28,8,28,31,33,49,55,13,5,Guinevere,3071
2025-05-31,8,11,12,16,20,33,52,9,Guinevere,3072
2025-06-04,2,9,19,32,45,57,31,10,Lancelot,3073
2025-06-07,11,17,27,30,39,46,56,10,Lancelot,3074
2025-06-11,8,13,35,42,47,53,39,9,Lancelot,3075
2025-06-14,8,20,36,42,48,59,46,9,Lancelot,3076
2025-06-18,8,15,31,38,44,49,59,10,Guinevere,3077
2025-06-21,6,10,12,13,31,58,15,10,Guinevere,3078
2025-06-25,14,16,21,42,49,54,41,9,Guinevere,3079
2025-06-28,16,17,22,38,40,47,4,9,Guinevere,3080
2025-07-02,4,11,34,51,54,55,57,10,Lancelot,3081
2025-07-05,9,12,18,37,43,45,15,10,Lancelot,3082
2025-07-09,6,12,15,25,51,58,57,1,Lotto 2,3083
2025-07-12,4,11,17,25,41,51,14,1,Lotto 2,3084
2025-07-16,6,9,12,15,47,55,56,2,Lotto 2,3085
2025-07-19,5,7,25,29,40,46,15,2,Lotto 2,3086
2025-07-23,3,9,11,16,21,48,22,1,Lotto 2,3087
2025-07-26,9,23,24,28,42,57,18,1,Lotto 2,3088
2025-07-30,3,5,7,18,21,37,38,4,Lotto 2,3089
2025-08-02,1,5,10,30,33,50,56,4,Lotto 2,3090
2025-08-06,5,9,17,31,47,58,35,3,Lotto 2,3091
2025-08-09,2,27,29,38,44,51,23,3,Lotto 2,3092
2025-08-13,1,16,27,41,50,55,54,2,Lotto 2,3093
2025-08-16,1,11,15,19,45,48,37,2,Lotto 2,3094
2025-08-20,1,9,10,32,44,55,49,3,Lotto 2,3095
2025-08-23,7,30,38,42,54,59,5,3,Lotto 2,3096
2025-08-27,5,25,43,45,47,55,58,4,Lotto 2,3097
2025-08-30,6,10,19,20,43,59,16,4,Lotto 2,3098
2025-09-03,7,15,18,22,31,54,28,1,Lotto 2,3099
2025-09-06,10,22,37,40,45,57,24,1,Lotto 2,3100
2025-09-10,1,9,18,27,38,42,13,2,Lotto 2,3101
2025-09-13,1,26,36,49,53,54,10,2,Lotto 2,3102
2025-09-17,7,9,18,24,30,36,42,3,Lotto 2,3103
2025-09-20,13,16,30,36,53,59,22,3,Lotto 2,3104
2025-09-24,3,16,23,30,38,47,25,4,Lotto 2,3105
2025-09-27,15,23,24,28,37,41,59,4,Lotto 2,3106
2025-10-01,13,28,31,39,51,59,27,1,Lotto 2,3107
2025-10-04,6,8,12,33,49,59,42,1,Lotto 2,3108
2025-10-08,2,21,42,48,56,57,51,5,Lotto 2,3109
2025-10-11,11,17,25,31,51,54,53,5,Lotto 2,3110
2025-10-15,29,33,36,38,48,58,52,6,Lotto 2,3111
2025-10-18,6,39,43,52,58,59,19,6,Lotto 2,3112
2025-10-22,3,24,26,34,35,36,9,9,Lotto 2,3113
2025-10-25,4,9,28,40,42,59,55,9,Lotto 2,3114
2025-10-29,9,24,30,33,35,54,32,10,Lotto 2,3115
2025-11-01,17,18,31,36,39,51,29,10,Lotto 2,3116
2025-11-05,2,15,20,42,43,59,16,9,Lotto 2,3117
2025-11-08,2,3,42,45,46,47,44,9,Lotto 2,3118
2025-11-12,9,17,31,34,54,57,7,6,Lotto 2,3119
2025-11-15,9,11,27,44,48,52,25,6,Lotto 2,3120
2025-11-19,15,18,36,50,51,57,10,9,Lotto 2,3121
2025-11-22,9,11,14,43,49,59,35,9,Lotto 2,3122
2025-11-26,10,21,49,54,55,56,40,10,Lotto 2,3123
2025-11-29,2,6,9,16,38,48,46,10,Lotto 2,3124
2025-12-03,6,13,19,48,57,58,1,5,Lotto 2,3125
2025-12-06,5,7,10,17,32,42,40,5,Lotto 2,3126
2025-12-10,4,9,26,35,42,46,38,6,Lotto 2,3127
2025-12-13,18,22,24,41,53,56,59,6,Lotto 2,3128
2025-12-17,15,20,43,50,51,58,36,9,Lotto 2,3129
2025-12-20,2,25,27,34,45,52,47,9,Lotto 2,3130
2025-12-24,12,15,16,35,38,48,49,10,Lotto 2,3131
2025-12-27,20,36,40,43,51,55,21,10,Lotto 2,3132
2025-12-31,3,20,27,29,38,46,14,5,Lotto 2,3133
2026-01-03,6,20,34,38,47,48,4,5,Lotto 2,3134
2026-01-07,3,9,20,33,45,50,12,1,Arthur,3135
2026-01-10,5,6,13,18,22,53,9,1,Arthur,3136
2026-01-14,2,5,22,35,44,54,23,9,Lotto 2,3137
2026-01-17,12,26,30,32,39,58,4,9,Lotto 2,3138
2026-01-21,5,24,28,46,49,56,19,10,Lotto 2,3139
2026-01-24,1,4,8,23,34,57,29,10,Lotto 2,3140
2026-01-28,33,45,50,52,58,59,15,5,Lotto 2,3141
2026-01-31,7,8,17,25,37,40,11,5,Lotto 2,3142
2026-02-04,1,2,19,29,51,57,5,6,Lotto 2,3143
2026-02-07,7,25,27,46,52,59,40,6,Lotto 2,3144
2026-02-11,5,11,28,30,47,53,52,9,Lotto 2,3145
2026-02-14,10,13,27,50,54,56,14,9,Lotto 2,3146
2026-02-18,1,11,12,13,18,49,33,10,Lotto 4,3147
2026-02-21,2,14,24,33,37,40,19,10,Lotto 4,3148
2026-02-25,31,34,36,41,54,57,27,5,Lotto 4,3149
2026-02-28,12,15,22,28,31,32,23,5,Lotto 4,3150
2026-03-04,20,33,43,46,50,56,45,6,Lotto 5,3151
2026-03-07,9,37,39,40,47,51,19,6,Lotto 5,3152
2026-03-11,2,3,18,25,40,54,14,9,Lotto 5,3153
2026-03-14,10,30,36,44,45,58,59,9,Lotto 5,3154
2026-03-18,14,16,18,22,47,56,54,5,Lotto 4,3155
2026-03-21,5,10,18,28,34,53,46,5,Lotto 4,3156
2026-03-25,19,22,31,32,34,40,43,6,Lotto 4,3157
2026-03-28,9,24,35,40,47,52,18,6,Lotto 4,3158
2026-04-01,7,16,23,27,35,40,48,5,Lotto 5,3159
2026-04-04,15,16,23,32,42,46,52,5,Lotto 5,3160
2026-04-08,27,29,34,36,43,59,37,6,Lotto 5,3161
2026-04-11,7,10,14,15,17,35,31,6,Lotto 5,3162
2026-04-15,22,45,49,53,54,56,25,1,Lotto 4,3163
2026-04-18,1,4,12,15,39,47,48,1,Lotto 4,3164
2026-04-22,6,12,18,29,49,56,7,2,Lotto 4,3165
2026-04-25,3,10,14,19,32,53,23,2,Lotto 4,3166
2026-04-29,4,14,22,32,38,52,27,3,Lotto 5,3167
2026-05-02,3,4,6,12,29,40,19,3,Lancelot,3168
2026-05-06,7,31,33,37,39,56,20,4,Lancelot,3169
2026-05-09,3,11,13,14,43,49,5,4,Lancelot,3170
2026-05-13,9,12,15,16,37,39,14,1,Lancelot,3171
2026-05-16,4,21,23,27,36,57,20,1,Lancelot,3172
2026-05-20,9,20,24,51,52,59,31,2,Lotto 4,3173
2026-05-23,4,5,6,7,11,33,35,2,Lotto 4,3174
2026-05-27,33,36,38,46,47,50,35,3,Lotto 4,3175
2026-05-30,4,17,18,20,23,56,33,3,Lotto 4,3176
2026-06-03,7,10,20,55,57,59,44,7,Lancelot,3177
2026-06-06,8,10,26,30,35,42,50,7,Lancelot,3178
2026-06-10,1,12,25,29,40,41,16,5,Lotto 4,3179
2026-06-13,12,15,31,32,48,58,44,5,Lotto 4,3180
2026-06-17,26,31,36,41,45,51,16,5,Lotto 5,3181
2026-06-20,15,28,30,33,39,58,44,5,Lotto 5,3182
2026-06-24,7,8,12,23,28,43,10,1,Lotto 5,3183
2026-06-27,22,34,41,43,54,56,24,1,Lotto 5,3184
2026-07-01,13,33,35,40,43,54,56,3,Lotto 6,3185
2026-07-04,7,20,33,48,57,59,47,3,Lotto 6,3186
2026-07-08,30,35,39,45,46,53,37,1,Lotto 6,3187
2026-07-11,9,13,22,36,40,45,41,1,Lotto 6,3188
2026-07-15,4,13,14,17,23,31,56,3,Lotto 4,3189
2026-07-18,22,32,34,47,52,55,10,3,Lotto4,3190
2026-07-22,3,9,12,23,32,53,46,1,Lotto4,3191
2026-07-25,2,6,29,36,55,59,50,1,Lotto4,3192
2026-07-29,5,10,22,38,56,58,54,3,Lotto5,3193
2026-08-01,16,19,32,33,34,44,29,3,Lotto5,3194
2026-08-05,24,26,27,39,47,50,8,1,Lotto5,3195
